23.9	12600	12500	12700
0	12300	12600	12500
0	13000	12300	12600
25.8	14100	13000	12300
5.8	15700	14100	13000
1.9	15000	15700	14100
7.4	14700	15000	15700
5.2	14100	14700	15000
6.5	13300	14100	14700
0.5	13200	13300	14100
28.4	12800	13200	13300
7	12000	12800	13200
27.9	11700	12000	12800
0	12200	11700	12000
2.3	11800	12200	11700
7.1	12400	11800	12200
7.8	13600	12400	11800
3.9	14500	13600	12400
7	15000	14500	13600
0	15000	15000	14500
0	16200	15000	15000
0	16300	16200	15000
0	16400	16300	16200
38.1	16500	16400	16300
9.1	16600	16500	16400
0	16300	16600	16500
6.8	16300	16300	16600
13.4	15900	16300	16300
12.3	15800	15900	16300
0.1	15500	15800	15900
0	15200	15500	15800
7.8	15800	15200	15500
16.6	15500	15800	15200
10.5	16200	15500	15800
0	16800	16200	15500
4.6	16800	16800	16200
17.2	17700	16800	16800
1.1	17500	17700	16800
11.6	17500	17500	17700
8.7	16900	17500	17500
0	16200	16900	17500
4.1	15300	16200	16900
26.5	13000	15300	16200
0.2	12900	13000	15300
5.8	13500	12900	13000
1.5	14000	13500	12900
0	14600	14000	13500
11.4	14900	14600	14000
0	15100	14900	14600
13.4	15900	15100	14900
1.7	14400	15900	15100
16.3	14600	14400	15900
3.6	14600	14600	14400
0.4	14600	14600	14600
0.9	14500	14600	14600
3	13200	14500	14600
1.6	12900	13200	14500
63.4	12700	12900	13200
11	11900	12700	12900
1.5	12100	11900	12700
1.9	12000	12100	11900
1.2	12800	12000	12100
7.8	13800	12800	12000
0	14200	13800	12800
0	14500	14200	13800
0	14200	14500	14200
82.2	14200	14200	14500
17.9	13000	14200	14200
0	12200	13000	14200
19.8	11200	12200	13000
7.8	11200	11200	12200
1	11100	11200	11200
9.7	12500	11100	11200
8.6	11800	12500	11100
2.6	12400	11800	12500
0.3	12300	12400	11800
2	12800	12300	12400
22.1	13600	12800	12300
27.9	13500	13600	12800
30.7	13400	13500	13600
51	13000	13400	13500
0	12700	13000	13400
0	12000	12700	13000
0	11400	12000	12700
0	11100	11400	12000
0	10500	11100	11400
0	9850	10500	11100
0	9260	9850	10500
0	10000	9260	9850
0	10600	10000	9260
0.5	10800	10600	10000
0	10800	10800	10600
7	11100	10800	10800
0	11600	11100	10800
0	11600	11600	11100
0	11500	11600	11600
0.2	11000	11500	11600
0	10500	11000	11500
0	9340	10500	11000
0	8500	9340	10500
0.2	8470	8500	9340
0	8640	8470	8500
5	8690	8640	8470
0.5	8860	8690	8640
2	9550	8860	8690
0	9540	9550	8860
8.3	9220	9540	9550
0.2	9630	9220	9540
0	9660	9630	9220
23.9	9490	9660	9630
0	10000	9490	9660
0	9740	10000	9490
0	8550	9740	10000
0	7680	8550	9740
0	7360	7680	8550
0	7100	7360	7680
0	6840	7100	7360
16.9	6470	6840	7100
19.7	6490	6470	6840
0	6700	6490	6470
0	7350	6700	6490
0	7730	7350	6700
55.9	8140	7730	7350
0	8180	8140	7730
27	8280	8180	8140
10.1	7740	8280	8180
0	7050	7740	8280
1.8	6550	7050	7740
7.4	6230	6550	7050
0	6350	6230	6550
0.8	6180	6350	6230
0	6030	6180	6350
0	5890	6030	6180
0	5780	5890	6030
0	5840	5780	5890
0	5550	5840	5780
2.5	6000	5550	5840
0	6680	6000	5550
0.2	6730	6680	6000
0	6200	6730	6680
0	5970	6200	6730
0	5600	5970	6200
0	5220	5600	5970
0	4910	5220	5600
0	4840	4910	5220
0	4570	4840	4910
0	4420	4570	4840
0	4240	4420	4570
0	4160	4240	4420
0	4400	4160	4240
0	4720	4400	4160
0	4850	4720	4400
0	5470	4850	4720
0	5020	5470	4850
0	4460	5020	5470
0	4150	4460	5020
0	4570	4150	4460
0	4460	4570	4150
0	4450	4460	4570
0	3920	4450	4460
0	4080	3920	4450
0	3730	4080	3920
0	3610	3730	4080
0	3310	3610	3730
0	3280	3310	3610
0	3400	3280	3310
0	3820	3400	3280
0	3940	3820	3400
0	5050	3940	3820
0	3850	5050	3940
0	4090	3850	5050
0	3720	4090	3850
0	3660	3720	4090
0	3420	3660	3720
0	3010	3420	3660
0	2650	3010	3420
0	2830	2650	3010
0	2070	2830	2650
0	2340	2070	2830
0	3050	2340	2070
0	3230	3050	2340
0	3400	3230	3050
0	3930	3400	3230
0	3830	3930	3400
0	3230	3830	3930
0	3580	3230	3830
0	3340	3580	3230
0	3320	3340	3580
0	2950	3320	3340
0	2900	2950	3320
0	2830	2900	2950
0	2230	2830	2900
0	2220	2230	2830
0	2140	2220	2230
0	1960	2140	2220
0	1850	1960	2140
0	2220	1850	1960
0	3100	2220	1850
0	2790	3100	2220
0	2040	2790	3100
0	2940	2040	2790
0	2900	2940	2040
0	1940	2900	2940
0	2000	1940	2900
0	2330	2000	1940
0	1360	2330	2000
0	626	1360	2330
0	1690	626	1360
0	2000	1690	626
0	2300	2000	1690
0	2220	2300	2000
0	2860	2220	2300
0	2410	2860	2220
0	2980	2410	2860
0	2950	2980	2410
0	2500	2950	2980
0	2370	2500	2950
0	2090	2370	2500
0	2880	2090	2370
0	2150	2880	2090
9.5	1420	2150	2880
28.5	1630	1420	2150
60.6	1630	1630	1420
0	1570	1630	1630
0	1300	1570	1630
0	1650	1300	1570
0	2150	1650	1300
0.1	2280	2150	1650
0	2610	2280	2150
14.4	2810	2610	2280
0	2440	2810	2610
0	2020	2440	2810
0	1560	2020	2440
0	1790	1560	2020
0	941	1790	1560
0	1140	941	1790
0	1530	1140	941
0	1150	1530	1140
0	930	1150	1530
0.4	1400	930	1150
0	1270	1400	930
0	1660	1270	1400
0	2160	1660	1270
0	2120	2160	1660
0	1860	2120	2160
0	1450	1860	2120
0	1440	1450	1860
0	858	1440	1450
0	582	858	1440
0	361	582	858
0	486	361	582
0	114	486	361
0	794	114	486
0	1020	794	114
0	1560	1020	794
0	1310	1560	1020
0	884	1310	1560
1	1340	884	1310
17.2	1200	1340	884
0	766	1200	1340
0	459	766	1200
8	45.7	459	766
21.6	333	45.7	459
6.1	415	333	45.7
0.2	404	415	333
0	612	404	415
0	495	612	404
0	158	495	612
0	821	158	495
0	689	821	158
0	1150	689	821
0	1140	1150	689
13.9	1610	1140	1150
0	1920	1610	1140
0	2110	1920	1610
0	1870	2110	1920
2.2	1710	1870	2110
7.4	1690	1710	1870
0	1420	1690	1710
1.9	1440	1420	1690
14.5	1220	1440	1420
65.3	1100	1220	1440
6.2	1370	1100	1220
3.7	1860	1370	1100
0	2120	1860	1370
0	2480	2120	1860
14.6	2920	2480	2120
10	3110	2920	2480
2.9	2940	3110	2920
0.1	2670	2940	3110
13.9	2890	2670	2940
0	2900	2890	2670
11.3	2800	2900	2890
1.4	3220	2800	2900
3.2	3770	3220	2800
0	3530	3770	3220
0	4110	3530	3770
6.6	4290	4110	3530
5.8	4880	4290	4110
1.5	4950	4880	4290
0	5160	4950	4880
0.4	5010	5160	4950
4.5	5380	5010	5160
9.8	5660	5380	5010
26.3	5340	5660	5380
0	5630	5340	5660
0	5180	5630	5340
0	4770	5180	5630
1.2	4720	4770	5180
0.4	4680	4720	4770
0	4400	4680	4720
0	5050	4400	4680
49.8	6160	5050	4400
6.5	6860	6160	5050
0.9	7210	6860	6160
0	7590	7210	6860
0.6	7380	7590	7210
2.7	7420	7380	7590
9.7	7500	7420	7380
6.5	7300	7500	7420
14.2	7330	7300	7500
28.9	7920	7330	7300
20.5	7600	7920	7330
10.3	7490	7600	7920
44	7480	7490	7600
35.8	7120	7480	7490
0	7700	7120	7480
0	8340	7700	7120
4.3	9060	8340	7700
1.1	9250	9060	8340
52.9	9290	9250	9060
1.9	9480	9290	9250
37.7	10200	9480	9290
18.7	9660	10200	9480
9.6	9250	9660	10200
0.1	8420	9250	9660
5	8120	8420	9250
0.2	8940	8120	8420
4.4	9160	8940	8120
0	8680	9160	8940
0	9520	8680	9160
6	10200	9520	8680
3.3	10700	10200	9520
4.9	11100	10700	10200
0	11100	11100	10700
0	12300	11100	11100
0	12400	12300	11100
0	12300	12400	12300
0	12100	12300	12400
2.6	12000	12100	12300
2.4	10600	12000	12100
2.2	10900	10600	12000
0.2	11800	10900	10600
0	10800	11800	10900
0	10700	10800	11800
0	11000	10700	10800
44.4	11200	11000	10700
0	11300	11200	11000
0	12700	11300	11200
0	12800	12700	11300
0	13000	12800	12700
0	13800	13000	12800
39.3	13800	13800	13000
3.2	13800	13800	13800
3.7	13700	13800	13800
0.5	12000	13700	13800
1.5	11700	12000	13700
4.4	12000	11700	12000
3.7	12500	12000	11700
2.1	12400	12500	12000
22.8	13100	12400	12500
16	14500	13100	12400
3.8	15100	14500	13100
9.4	15900	15100	14500
0.8	16200	15900	15100
16.4	15800	16200	15900
38.2	16000	15800	16200
1.4	15800	16000	15800
2.3	15500	15800	16000
1.6	15200	15500	15800
1.7	15200	15200	15500
1.8	15200	15200	15200
0	15400	15200	15200
0.1	15300	15400	15200
0	15200	15300	15400
0	15400	15200	15300
0.7	15200	15400	15200
23.2	15500	15200	15400
8.7	15900	15500	15200
15.9	15600	15900	15500
0.6	15600	15600	15900
0	15600	15600	15600
2.3	15000	15600	15600
5.8	14800	15000	15600
1.6	14700	14800	15000
5.4	14400	14700	14800
0	13900	14400	14700
0	13800	13900	14400
0	14400	13800	13900
15.2	14600	14400	13800
0.5	15000	14600	14400
3.8	15300	15000	14600
0.3	15400	15300	15000
0	14900	15400	15300
0	15000	14900	15400
8.4	14700	15000	14900
0	14400	14700	15000
0	14000	14400	14700
0.1	14000	14000	14400
0	13500	14000	14000
0	13600	13500	14000
6.6	13400	13600	13500
57.6	13700	13400	13600
1.4	13600	13700	13400
0	13800	13600	13700
0	13800	13800	13600
14.7	14400	13800	13800
10.5	14200	14400	13800
0	14100	14200	14400
13.5	14200	14100	14200
0	13800	14200	14100
3.6	13400	13800	14200
17.1	13300	13400	13800
40.1	12700	13300	13400
0.8	12500	12700	13300
126.3	10800	12500	12700
14.5	11700	10800	12500
19	13500	11700	10800
2.5	13600	13500	11700
0.1	13300	13600	13500
0.8	13400	13300	13600
17.4	13400	13400	13300
0	13600	13400	13400
9.3	13500	13600	13400
0.5	13300	13500	13600
1.9	13200	13300	13500
3.3	13000	13200	13300
0.7	12800	13000	13200
0	12700	12800	13000
2.1	12700	12700	12800
0	12600	12700	12700
0.4	12100	12600	12700
14.1	12200	12100	12600
0.1	12100	12200	12100
28.2	12300	12100	12200
6.1	12100	12300	12100
12.6	12200	12100	12300
4.8	12000	12200	12100
19.7	12700	12000	12200
0	12900	12700	12000
3.4	12700	12900	12700
33.5	11700	12700	12900
21.4	10400	11700	12700
3.2	10100	10400	11700
15	9430	10100	10400
1.5	10100	9430	10100
0	10400	10100	9430
0	11200	10400	10100
0	11200	11200	10400
0	12000	11200	11200
0	11400	12000	11200
0	11400	11400	12000
0	11400	11400	11400
0	11200	11400	11400
0	11400	11200	11400
0	11500	11400	11200
7.8	11200	11500	11400
0	10700	11200	11500
0	9880	10700	11200
0	8950	9880	10700
0	8590	8950	9880
0	8690	8590	8950
0	8600	8690	8590
0	9240	8600	8690
0	8640	9240	8600
0	8610	8640	9240
0	8640	8610	8640
0	9800	8640	8610
0	9360	9800	8640
0	9120	9360	9800
0	8870	9120	9360
0.1	8040	8870	9120
0	7290	8040	8870
0	7100	7290	8040
0	6630	7100	7290
0	7530	6630	7100
0	7420	7530	6630
0.2	7270	7420	7530
0	7200	7270	7420
0	7500	7200	7270
0	7750	7500	7200
0	7670	7750	7500
0	8850	7670	7750
0	8300	8850	7670
0	8070	8300	8850
0.2	7670	8070	8300
0	6220	7670	8070
0	5940	6220	7670
0.1	4980	5940	6220
0	5300	4980	5940
0	3560	5300	4980
0	4856.25	3560	5300
0	4399.583333	4856.25	3560
1.2	4773.75	4399.583333	4856.25
0	4767.083333	4773.75	4399.583333
0	4873.166667	4767.083333	4773.75
0	5967.083333	4873.166667	4767.083333
0	6530.416667	5967.083333	4873.166667
0	6265	6530.416667	5967.083333
0	5719.083333	6265	6530.416667
0	5328.75	5719.083333	6265
0	4732.916667	5328.75	5719.083333
0	4614.583333	4732.916667	5328.75
0	4504.375	4614.583333	4732.916667
0	4132.166667	4504.375	4614.583333
0	4578.083333	4132.166667	4504.375
0	4401.833333	4578.083333	4132.166667
0	4435	4401.833333	4578.083333
0	4368.333333	4435	4401.833333
0	4337.916667	4368.333333	4435
0	4565.666667	4337.916667	4368.333333
0	4761.708333	4565.666667	4337.916667
0	4960.708333	4761.708333	4565.666667
0	5173.916667	4960.708333	4761.708333
0	5391.666667	5173.916667	4960.708333
0	4440.916667	5391.666667	5173.916667
0	3489.833333	4440.916667	5391.666667
0	3660.75	3489.833333	4440.916667
0	3438.333333	3660.75	3489.833333
0	3271.25	3438.333333	3660.75
0	3027.083333	3271.25	3438.333333
0	3051.25	3027.083333	3271.25
0	2930.416667	3051.25	3027.083333
0	3110	2930.416667	3051.25
0	3032.916667	3110	2930.416667
0	3830.416667	3032.916667	3110
0	4295.416667	3830.416667	3032.916667
0	4088	4295.416667	3830.416667
0	3698.666667	4088	4295.416667
0	4074.666667	3698.666667	4088
0	3468.916667	4074.666667	3698.666667
0	3467.5	3468.916667	4074.666667
0	2507.5	3467.5	3468.916667
0	3188.333333	2507.5	3467.5
0	3586.666667	3188.333333	2507.5
0	2808.75	3586.666667	3188.333333
0	3084.166667	2808.75	3586.666667
0	2613.75	3084.166667	2808.75
0	2924.166667	2613.75	3084.166667
0	2907.916667	2924.166667	2613.75
0	3140.833333	2907.916667	2924.166667
0	2930.166667	3140.833333	2907.916667
0	3350.416667	2930.166667	3140.833333
0	2608.166667	3350.416667	2930.166667
0	2640.416667	2608.166667	3350.416667
0	3155.333333	2640.416667	2608.166667
0	3040.041667	3155.333333	2640.416667
0	3142.416667	3040.041667	3155.333333
0	3093.583333	3142.416667	3040.041667
0	2055.333333	3093.583333	3142.416667
0	1661.083333	2055.333333	3093.583333
0	2276.25	1661.083333	2055.333333
0	2150.833333	2276.25	1661.083333
0	2349.583333	2150.833333	2276.25
0	2538.541667	2349.583333	2150.833333
0	2843.333333	2538.541667	2349.583333
0	1757.125	2843.333333	2538.541667
0	2422.625	1757.125	2843.333333
0	3108.166667	2422.625	1757.125
0	2953.958333	3108.166667	2422.625
0	3054.375	2953.958333	3108.166667
0	2583.625	3054.375	2953.958333
0	2079.416667	2583.625	3054.375
0	2727.25	2079.416667	2583.625
0	2260.25	2727.25	2079.416667
0	2361.583333	2260.25	2727.25
0	1597.916667	2361.583333	2260.25
0	1221.916667	1597.916667	2361.583333
0	1735.333333	1221.916667	1597.916667
0	1689.166667	1735.333333	1221.916667
0	1807.916667	1689.166667	1735.333333
0	2597.458333	1807.916667	1689.166667
0	2046.125	2597.458333	1807.916667
0	2113.208333	2046.125	2597.458333
0	2568.833333	2113.208333	2046.125
0	2378.916667	2568.833333	2113.208333
0	1880.625	2378.916667	2568.833333
0	1553.583333	1880.625	2378.916667
0	953.25	1553.583333	1880.625
0	1039.375	953.25	1553.583333
0	970.375	1039.375	953.25
0	995	970.375	1039.375
0	1290.833333	995	970.375
0	1178	1290.833333	995
0	1502.083333	1178	1290.833333
0	1513.125	1502.083333	1178
0	2115.416667	1513.125	1502.083333
0	1938.75	2115.416667	1513.125
0	2263.083333	1938.75	2115.416667
0	1630.166667	2263.083333	1938.75
0	1336.666667	1630.166667	2263.083333
0	891.6666667	1336.666667	1630.166667
0	1889.791667	891.6666667	1336.666667
0	616.125	1889.791667	891.6666667
0	898.125	616.125	1889.791667
0	1161.25	898.125	616.125
0	951.375	1161.25	898.125
0	1321.041667	951.375	1161.25
0	874.1666667	1321.041667	951.375
0	358.9166667	874.1666667	1321.041667
0	1057.166667	358.9166667	874.1666667
0	813.0833333	1057.166667	358.9166667
0	2132.5	813.0833333	1057.166667
0	2035.666667	2132.5	813.0833333
0	1800.833333	2035.666667	2132.5
0	1580.833333	1800.833333	2035.666667
0	1075.333333	1580.833333	1800.833333
0	887.5	1075.333333	1580.833333
0	733.6666667	887.5	1075.333333
0	1094.375	733.6666667	887.5
0	852.5833333	1094.375	733.6666667
0	533.75	852.5833333	1094.375
0	1038.916667	533.75	852.5833333
0	1137.75	1038.916667	533.75
0	1555.958333	1137.75	1038.916667
0	1989.416667	1555.958333	1137.75
0	2440.416667	1989.416667	1555.958333
0	2391.708333	2440.416667	1989.416667
0	1775.416667	2391.708333	2440.416667
0	1641.583333	1775.416667	2391.708333
0	1600.125	1641.583333	1775.416667
0	1451.208333	1600.125	1641.583333
1.8	690.0833333	1451.208333	1600.125
0	671.3333333	690.0833333	1451.208333
0	1322.916667	671.3333333	690.0833333
0	1298.75	1322.916667	671.3333333
0	866.75	1298.75	1322.916667
0	886.75	866.75	1298.75
0	1558	886.75	866.75
0	1635.833333	1558	886.75
0	1982.291667	1635.833333	1558
0	2255.833333	1982.291667	1635.833333
0	2473	2255.833333	1982.291667
0	2336.666667	2473	2255.833333
0	1300.833333	2336.666667	2473
0	651.875	1300.833333	2336.666667
0	955	651.875	1300.833333
1	2404.166667	955	651.875
8.1	1773.333333	2404.166667	955
16	2042	1773.333333	2404.166667
13	2605.416667	2042	1773.333333
6.3	3681.041667	2605.416667	2042
0	4211.375	3681.041667	2605.416667
0	4755	4211.375	3681.041667
0	4573.166667	4755	4211.375
0.1	4451.5	4573.166667	4755
9.3	4045.833333	4451.5	4573.166667
0.4	4254.583333	4045.833333	4451.5
0.1	4083.333333	4254.583333	4045.833333
4.1	3552.083333	4083.333333	4254.583333
0	3208.333333	3552.083333	4083.333333
11	3416.25	3208.333333	3552.083333
0	3401.416667	3416.25	3208.333333
53.9	3674.791667	3401.416667	3416.25
0	3777.5	3674.791667	3401.416667
14.4	3804.333333	3777.5	3674.791667
0	4196.708333	3804.333333	3777.5
0.3	5017	4196.708333	3804.333333
0	5719.166667	5017	4196.708333
0	5769.583333	5719.166667	5017
0	6337.083333	5769.583333	5719.166667
5.3	6517.916667	6337.083333	5769.583333
0.2	5974.166667	6517.916667	6337.083333
0.5	5395.166667	5974.166667	6517.916667
0	5353.833333	5395.166667	5974.166667
0	4882.333333	5353.833333	5395.166667
19.1	5296.416667	4882.333333	5353.833333
42.8	5257	5296.416667	4882.333333
0	5587.666667	5257	5296.416667
28.2	6044	5587.666667	5257
0	6121	6044	5587.666667
0	6079.916667	6121	6044
4.9	6671.666667	6079.916667	6121
6.8	6862.75	6671.666667	6079.916667
49.9	7028.75	6862.75	6671.666667
0	6566.75	7028.75	6862.75
0	6928.083333	6566.75	7028.75
0.2	6981.816667	6928.083333	6566.75
9.7	7182.75	6981.816667	6928.083333
0.2	7408.833333	7182.75	6981.816667
3.1	8131	7408.833333	7182.75
2.9	8284.583333	8131	7408.833333
0.2	8068.5	8284.583333	8131
0	8418.333333	8068.5	8284.583333
5.9	8857.916667	8418.333333	8068.5
0.1	8626.25	8857.916667	8418.333333
3.2	9341.25	8626.25	8857.916667
0	9377.916667	9341.25	8626.25
0	9105.833333	9377.916667	9341.25
0	9194.583333	9105.833333	9377.916667
0	9593	9194.583333	9105.833333
0	9947.5	9593	9194.583333
1	9810.583333	9947.5	9593
9.3	9295.208333	9810.583333	9947.5
0.2	8957.25	9295.208333	9810.583333
3.7	9499.916667	8957.25	9295.208333
24.4	9384.25	9499.916667	8957.25
0.1	8919.208333	9384.25	9499.916667
0.4	8939.666667	8919.208333	9384.25
10.9	9181.666667	8939.666667	8919.208333
0.3	9622.416667	9181.666667	8939.666667
0.1	9481.958333	9622.416667	9181.666667
0	9848.583333	9481.958333	9622.416667
0.4	10159.16667	9848.583333	9481.958333
8.4	11480.41667	10159.16667	9848.583333
3.6	11492.08333	11480.41667	10159.16667
5.3	11290.41667	11492.08333	11480.41667
86.2	11210	11290.41667	11492.08333
0	10462.75	11210	11290.41667
0	9917.166667	10462.75	11210
0	10278.75	9917.166667	10462.75
0	10079.16667	10278.75	9917.166667
0	9343.75	10079.16667	10278.75
0	9990.833333	9343.75	10079.16667
0.9	9625.166667	9990.833333	9343.75
0	10732.5	9625.166667	9990.833333
0	11301.5	10732.5	9625.166667
9.5	12007.58333	11301.5	10732.5
28.3	12779.58333	12007.58333	11301.5
3	14608.75	12779.58333	12007.58333
0	14520.83333	14608.75	12779.58333
0	14390	14520.83333	14608.75
0.3	14214.58333	14390	14520.83333
9.8	13600.41667	14214.58333	14390
3.9	13497.25	13600.41667	14214.58333
10.6	14784.16667	13497.25	13600.41667
16.8	14863.75	14784.16667	13497.25
0.7	15107.08333	14863.75	14784.16667
0.4	15715.83333	15107.08333	14863.75
1.4	15860.83333	15715.83333	15107.08333
0	16065.83333	15860.83333	15715.83333
6.4	16820.41667	16065.83333	15860.83333
1.6	17012.5	16820.41667	16065.83333
9.2	17333.33333	17012.5	16820.41667
11.2	17583.33333	17333.33333	17012.5
10	17258.33333	17583.33333	17333.33333
0	16608.33333	17258.33333	17583.33333
4.7	16762.5	16608.33333	17258.33333
21.8	15725	16762.5	16608.33333
69.4	15204.16667	15725	16762.5
34	14802.08333	15204.16667	15725
4.7	13958.5	14802.08333	15204.16667
0	14053.75	13958.5	14802.08333
0.3	13917.91667	14053.75	13958.5
1.1	15130.41667	13917.91667	14053.75
0	15145.41667	15130.41667	13917.91667
0	16029.16667	15145.41667	15130.41667
2.8	15945.83333	16029.16667	15145.41667
0.8	15804.16667	15945.83333	16029.16667
11.2	16429.16667	15804.16667	15945.83333
1.2	15408.33333	16429.16667	15804.16667
0.2	15202.08333	15408.33333	16429.16667
8.1	15284.16667	15202.08333	15408.33333
0	14850.41667	15284.16667	15202.08333
0.8	14781.25	14850.41667	15284.16667
1.1	14677.91667	14781.25	14850.41667
0	14457.08333	14677.91667	14781.25
0.2	14245.83333	14457.08333	14677.91667
0	14922.08333	14245.83333	14457.08333
0	14659.16667	14922.08333	14245.83333
6.6	15275.83333	14659.16667	14922.08333
0	15925	15275.83333	14659.16667
0.2	15991.66667	15925	15275.83333
0.2	15620.83333	15991.66667	15925
5.4	15991.66667	15620.83333	15991.66667
0	15912.5	15991.66667	15620.83333
0	15710	15912.5	15991.66667
0	15188.75	15710	15912.5
12.9	14137.5	15188.75	15710
10.1	14217.5	14137.5	15188.75
3.9	13718.75	14217.5	14137.5
16.7	14064.58333	13718.75	14217.5
0	14004.16667	14064.58333	13718.75
5.2	14721.66667	14004.16667	14064.58333
1.2	15245	14721.66667	14004.16667
3.8	14682.5	15245	14721.66667
0	15479.16667	14682.5	15245
0	15050	15479.16667	14682.5
0.4	14708.33333	15050	15479.16667
0	14872.91667	14708.33333	15050
